Darījumu skaits atlasē,Darījuma ID,Objekts,Īpašuma kadastra numurs,Adreses pieraksts,Novads,Pilsēta,Pagasts,Darījuma datums,"Darījuma summa, EUR",Zemes vienību kadastra apzīmējumi(saraksts) (viena darījuma ietvaros) ,Zemes daļas(skaitītājs),Zemes daļas(saucējs),"Pārdotā zemes kopplatība, m2 ",NĪLM grupas kods (lielākais pēc platības),NĪLM kodi(saraksts),Būvju skaits ,Būves kadastra apzīmējums,Būves daļas(skaitītājs),Būves daļas(saucējs),Būves lietošanas veida nosaukums,Būves lietošanas veida kods,Būves virszemes stāvu skaits,"Būves apbūves laukums, m2","Būves kopplatība, m2","Būves būvtilpums, m3",Būves ārsienu materiāla nosaukums,Būves ekspluatācijas uzsākšanas gads,"Būves fiziskais nolietojums, %",Būves kadastra apzīmējumu saraksts (viena darījuma ietvaros),Telpu grupu skaits (viena darījuma ietvaros),Dzīvokļu skaits (viena darījuma ietvaros),Telpu grupas kadastra apzīmējums,Telpu grupas daļas(skaitītājs),Telpu grupas daļas(saucējs),Telpu grupas lietošanas veida kods,Telpu grupas zemākais stāvs,Telpu grupas augstākais stāvs,"Telpu grupas platība, m2","Dzīvokļa kopplatība, m2",Telpu skaits telpu grupā,Istabu skaits dzīvoklī
24464,1170057,Dz,01009286451,"Stabu iela 2A - 8, Rīga, LV-1010",NULL,Rīga,NULL,11/30/2023,91500,01000202004,129,6638,6.26, 07,703(322),1,01000202004002,129,6638,Triju vai vairāku dzīvokļu mājas,1122,7,235.2,1509.5,5547,"2302 - Dzelzsbetona karkasa konstrukcijas, 2807 - Keramzītbetona bloki","2021, 2023",0,01000202004002,0,1,01000202004002010,1,1,1122,3,3,25.8,22.5,3,1
24464,1167344,Dz,01009286463,"Stabu iela 2A - 9, Rīga, LV-1010",NULL,Rīga,NULL,11/8/2023,101000,01000202004,357,13276,8.66, 07,703(322),1,01000202004002,357,13276,Triju vai vairāku dzīvokļu mājas,1122,7,235.2,1509.5,5547,"2302 - Dzelzsbetona karkasa konstrukcijas, 2807 - Keramzītbetona bloki","2021, 2023",0,01000202004002,0,1,01000202004002011,1,1,1122,3,3,35.7,25.8,3,1
2211,1174086,Dz,01009285526,"Stabu iela 31 - 10, Rīga, LV-1011",NULL,Rīga,NULL,1/8/2024,151300,01000220103,890,23457,36.99, 07,"601(19), 703(906), 801(50)",3,01000220103001,890,23457,Triju vai vairāku dzīvokļu mājas,1122,6,277.9,1456.4,6302,2908 - Silikātķieģeļi,1927,40,"1000220103003, 1000220103002, 1000220103001",0,1,01000220103001010,1,1,1122,6,6,89,88,8,3
24464,1161288,T,01009285531,"Stabu iela 31A - 2, Rīga, LV-1011",NULL,Rīga,NULL,9/13/2023,30150,01000220103,67,7819,8.35, 07,"601(19), 703(906), 801(50)",3,01000220103002,67,7819,Viena dzīvokļa mājas,1110,1,95.6,80.1,417,2908 - Silikātķieģeļi,1927,40,"1000220103003, 1000220103002, 1000220103001",1,0,01000220103002002,1,1,1220,1,1,20.1,0,3,0
24464,1165278,Dz,01009285517,"Stabu iela 31B - 17, Rīga, LV-1011",NULL,Rīga,NULL,10/26/2023,130350,01000220103,127,3351,36.95, 07,"601(19), 703(906), 801(50)",3,01000220103003,127,3351,Triju vai vairāku dzīvokļu mājas,1122,6,292.8,1567.9,6554,2908 - Silikātķieģeļi,1927,40,"1000220103003, 1000220103002, 1000220103001",0,1,01000220103003004,1,1,1122,2,2,88.9,87.9,10,4
2211,1174079,Dz,01009285520,"Stabu iela 31B - 19, Rīga, LV-1011",NULL,Rīga,NULL,1/4/2024,133800,01000220103,892,23457,37.08, 07,"601(19), 703(906), 801(50)",3,01000220103003,892,23457,Triju vai vairāku dzīvokļu mājas,1122,6,292.8,1567.9,6554,2908 - Silikātķieģeļi,1927,40,"1000220103003, 1000220103002, 1000220103001",0,1,01000220103003006,1,1,1122,3,3,89.2,88.2,10,4
24464,1143389,Dz,01009005142,"Stabu iela 33 - 13, Rīga, LV-1011",NULL,Rīga,NULL,5/29/2023,60000,01000220102,17,500,27.4, 07,"701(131), 702(675)",2,01000220102001,17,500,Triju vai vairāku dzīvokļu mājas,1122,2,147.1,310.2,1277,2914 - Cits neklasificēts materiāls,1890,35,"1000220102002, 1000220102001",0,1,01000220102001013,1,1,1122,2,2,46.8,46.8,5,2
24464,1158213,Dz,01009005143,"Stabu iela 33 - 14, Rīga, LV-1011",NULL,Rīga,NULL,9/20/2023,60000,01000220102,7,200,28.21, 07,"701(131), 702(675)",2,01000220102001,7,200,Triju vai vairāku dzīvokļu mājas,1122,2,147.1,310.2,1277,2914 - Cits neklasificēts materiāls,1890,35,"1000220102002, 1000220102001",0,1,01000220102001014,1,1,1122,2,2,43.9,43.9,5,2
24464,1127754,Dz,01009005158,"Stabu iela 33 - 29, Rīga, LV-1011",NULL,Rīga,NULL,2/21/2023,50000,01000220102,49,1000,39.49, 07,"701(131), 702(675)",2,01000220102002,49,1000,Triju vai vairāku dzīvokļu mājas,1122,5,352.9,1594,6984,2908 - Silikātķieģeļi,1890,55,"1000220102002, 1000220102001",0,1,01000220102002029,1,1,1122,3,3,71,71,6,3
2211,1175349,Dz,01009136423,"Stabu iela 44 - 3, Rīga, LV-1011",NULL,Rīga,NULL,1/15/2024,195000,01000290107,469,7870,131.52, 07,"702(1444), 801(503), 902(260)",4,01000290107001,469,7870,Triju vai vairāku dzīvokļu mājas,1122,3,306.1,693.7,2131,11 - Kokmateriāli,1850,70,"1000290107012, 1000290107003, 1000290107002, 1000290107001",0,1,01000290107001003,1,1,1122,1,3,180.7,180.7,11,5
24464,1124522,Dz,01000290106,"Stabu iela 46/48 - 27, Rīga, LV-1011",NULL,Rīga,NULL,1/26/2023,110000,01000290106,1,46,51.17, 07,"703(2327), 801(27)",1,01000290106001,1,46,Triju vai vairāku dzīvokļu mājas,1122,6,1616.2,8473.2,35439,2907 - Māla ķieģeļi,1915,55,01000290106001,0,1,01000290106001027,1,1,1122,3,3,71.5,71.5,7,3
24464,1147266,Dz,01000290106,"Stabu iela 46/48 - 55, Rīga, LV-1011",NULL,Rīga,NULL,4/24/2023,99000,01000290106,625,68091,21.61, 07,"703(2327), 801(27)",1,01000290106001,625,68091,Triju vai vairāku dzīvokļu mājas,1122,6,1616.2,8473.2,35439,2907 - Māla ķieģeļi,1915,55,01000290106001,0,1,01000290106001055,1,1,1122,3,3,62.5,62.5,9,4
24464,1129301,Dz,01000290106,"Stabu iela 46/48 - 57, Rīga, LV-1011",NULL,Rīga,NULL,2/27/2023,90000,01000290106,170,22697,17.63, 07,"703(2327), 801(27)",1,01000290106001,170,22697,Triju vai vairāku dzīvokļu mājas,1122,6,1616.2,8473.2,35439,2907 - Māla ķieģeļi,1915,55,01000290106001,0,1,01000290106001057,1,1,1122,3,3,51,51,7,3
24464,1166924,Dz,01000290106,"Stabu iela 46/48 - 58, Rīga, LV-1011",NULL,Rīga,NULL,11/6/2023,185000,01000290106,1406,68091,48.61, 07,"703(2327), 801(27)",1,01000290106001,1406,68091,Triju vai vairāku dzīvokļu mājas,1122,6,1616.2,8473.2,35439,2907 - Māla ķieģeļi,1915,55,01000290106001,0,2,01000290106001058,1,1,1122,3,3,79,79,9,4
24464,1166924,Dz,01000290106,"Stabu iela 46/48 - 58, Rīga, LV-1011",NULL,Rīga,NULL,11/6/2023,185000,01000290106,1406,68091,48.61, 07,"703(2327), 801(27)",1,01000290106001,1406,68091,Triju vai vairāku dzīvokļu mājas,1122,6,1616.2,8473.2,35439,2907 - Māla ķieģeļi,1915,55,01000290106001,0,2,01000290106001059,1,1,1122,4,4,61.6,61.6,9,4
24464,1141037,Dz,01000290106,"Stabu iela 46/48 - 66, Rīga, LV-1011",NULL,Rīga,NULL,5/25/2023,132000,01000290106,788,68091,27.24, 07,"703(2327), 801(27)",1,01000290106001,788,68091,Triju vai vairāku dzīvokļu mājas,1122,6,1616.2,8473.2,35439,2907 - Māla ķieģeļi,1915,55,01000290106001,0,1,01000290106001066,1,1,1122,5,5,78.8,78.8,9,4
24464,1154614,Dz,01000290106,"Stabu iela 46/48 - 68, Rīga, LV-1011",NULL,Rīga,NULL,8/2/2023,78150,01000290106,521,136182,9.01, 07,"703(2327), 801(27)",1,01000290106001,521,136182,Triju vai vairāku dzīvokļu mājas,1122,6,1616.2,8473.2,35439,2907 - Māla ķieģeļi,1915,55,01000290106001,0,1,01000290106001068,1,1,1122,6,6,52.1,52.1,7,3
24464,1127059,Dz,01009171515,"Stabu iela 49 - 5, Rīga, LV-1011",NULL,Rīga,NULL,12/7/2022,72000,01000290012,1630,79227,18.35, 07,"702(782), 1001(110)",2,01000290012001,1630,79227,Triju vai vairāku dzīvokļu mājas,1122,5,319.3,1380.7,6427,2907 - Māla ķieģeļi,1900,35,"1000290012002, 1000290012001",0,1,01000290012001005,1,1,1122,3,3,49.8,49.8,5,2
2211,1172825,T,01009195921,"Stabu iela 49, Rīga, LV-1011",NULL,Rīga,NULL,11/27/2023,32425,01000290012,9970,237681,37.42, 07,"702(782), 1001(110)",2,01000290012001,9970,237681,Triju vai vairāku dzīvokļu mājas,1122,5,319.3,1380.7,6427,2907 - Māla ķieģeļi,1900,35,"1000290012002, 1000290012001",1,0,01000290012001019,1,1,1251,-1,-1,99.7,0,9,0
24464,1172825,T,01009195921,"Stabu iela 49, Rīga, LV-1011",NULL,Rīga,NULL,11/27/2023,32425,01000290012,9970,237681,37.42, 07,"702(782), 1001(110)",2,01000290012001,9970,237681,Triju vai vairāku dzīvokļu mājas,1122,5,319.3,1380.7,6427,2907 - Māla ķieģeļi,1900,35,"1000290012002, 1000290012001",1,0,01000290012001019,1,1,1251,-1,-1,99.7,0,9,0
24464,1138571,Dz,01009278312,"Stabu iela 49A - 10, Rīga, LV-1011",NULL,Rīga,NULL,5/2/2023,167000,01000290013,1300,33737,44.89, 07,"703(1077), 801(88)",2,01000290013001,1300,33737,Triju vai vairāku dzīvokļu mājas,1122,6,427.3,2060,9791,2907 - Māla ķieģeļi,"1898, 2000",59,"1000290013002, 1000290013001",0,1,01000290013001010,1,1,1122,4,4,130,130,9,4
24464,1135196,Dz,01009278313,"Stabu iela 49A - 11, Rīga, LV-1011",NULL,Rīga,NULL,4/11/2023,125040,01000290013,1042,33737,35.98, 07,"703(1077), 801(88)",2,01000290013001,1042,33737,Triju vai vairāku dzīvokļu mājas,1122,6,427.3,2060,9791,2907 - Māla ķieģeļi,"1898, 2000",59,"1000290013002, 1000290013001",0,1,01000290013001011,1,1,1122,5,5,104.2,104.2,8,3
24464,1129080,Dz,01009278305,"Stabu iela 49A - 2, Rīga, LV-1011",NULL,Rīga,NULL,3/2/2023,176938,01000290013,124,3067,47.1, 07,"703(1077), 801(88)",2,01000290013001,124,3067,Triju vai vairāku dzīvokļu mājas,1122,6,427.3,2060.1,9791,2907 - Māla ķieģeļi,"1898, 2000",59,"1000290013002, 1000290013001",0,1,01000290013001002,1,1,1122,1,1,136.4,136.4,9,6
24464,1134889,Dz,01009278288,"Stabu iela 49A - 21, Rīga, LV-1011",NULL,Rīga,NULL,3/31/2023,65000,01000290013,486,33737,16.78, 07,"703(1077), 801(88)",2,01000290013002,486,33737,Triju vai vairāku dzīvokļu mājas,1122,6,350.2,1652.9,7818,2907 - Māla ķieģeļi,"1905, 2000",59,"1000290013002, 1000290013001",0,1,01000290013002001,1,1,1122,1,1,48.6,48.6,6,2
24464,1148000,Dz,01009278308,"Stabu iela 49A - 24, Rīga, LV-1011",NULL,Rīga,NULL,7/13/2023,65000,01000290013,614,33737,21.2, 07,"703(1077), 801(88)",2,01000290013002,614,33737,Triju vai vairāku dzīvokļu mājas,1122,6,350.2,1650.7,7818,2907 - Māla ķieģeļi,"1905, 2000",59,"1000290013002, 1000290013001",0,1,01000290013002004,1,1,1122,1,1,61.4,61.4,6,3
24464,1128866,Dz,01009278301,"Stabu iela 49A - 29, Rīga, LV-1011",NULL,Rīga,NULL,2/28/2023,67000,01000290013,508,33737,17.54, 07,"703(1077), 801(88)",2,01000290013002,508,33737,Triju vai vairāku dzīvokļu mājas,1122,6,350.2,1653.8,7818,2907 - Māla ķieģeļi,"1905, 2000",59,"1000290013002, 1000290013001",0,1,01000290013002009,1,1,1122,3,3,50.8,50.8,6,2
24464,1129720,Dz,01009278284,"Stabu iela 49A, Rīga, LV-1011",NULL,Rīga,NULL,3/2/2023,54000,01000290013,373,33737,12.88, 07,"703(1077), 801(88)",2,01000290013001,373,33737,Triju vai vairāku dzīvokļu mājas,1122,6,427.3,2060.1,9791,2907 - Māla ķieģeļi,"1898, 2000",59,"1000290013002, 1000290013001",0,1,01000290013001020,1,1,1122,2,2,37.3,37.3,3,1
2211,1174012,Dz,01000290057,"Stabu iela 51A - 20, Rīga, LV-1011",NULL,Rīga,NULL,12/11/2023,91000,01000290057,13,672,25.32, 07,702(1309),3,01000290057002,13,672,Triju vai vairāku dzīvokļu mājas,1122,5,560.1,2558.1,11507,2907 - Māla ķieģeļi,1911,39,"1000290057003, 1000290057002, 1000290057001",0,1,01000290057002020,1,1,1122,4,4,64.7,64.7,6,3
24464,1133404,Dz,01000290057,"Stabu iela 51A - 22, Rīga, LV-1011",NULL,Rīga,NULL,3/20/2023,148500,01000290057,1,42,31.17, 07,702(1309),3,01000290057002,1,42,Triju vai vairāku dzīvokļu mājas,1122,5,560.1,2558.1,11507,2907 - Māla ķieģeļi,1911,38,"1000290057003, 1000290057002, 1000290057001",0,1,01000290057002022,1,1,1122,5,5,77,77,6,3
24464,1150923,T,01000290057,"Stabu iela 51A - 31, Rīga, LV-1011",NULL,Rīga,NULL,7/20/2023,28000,01000290057,5,336,19.48, 07,702(1309),3,01000290057002,5,336,Triju vai vairāku dzīvokļu mājas,1122,5,560.1,2558.1,11507,2907 - Māla ķieģeļi,1911,38,"1000290057003, 1000290057002, 1000290057001",1,0,01000290057002031,1,1,1230,-1,-1,61.6,0,3,0
2211,1176831,Dz,01009172434,"Stabu iela 52B - 32, Rīga, LV-1011",NULL,Rīga,NULL,1/16/2024,49900,01000290059,3411,162178,19.46, 07,"702(784), 801(141)",3,01000290059002,3411,162178,Triju vai vairāku dzīvokļu mājas,1122,4,221.9,821.3,3418,2907 - Māla ķieģeļi,"1890, 2017",33,"1000290059003, 1000290059002, 1000290059001",0,1,01000290059002008,1,1,1122,4,4,33.6,33.6,4,1
24464,1125748,Dz,01009193042,"Stabu iela 53 - 5, Rīga, LV-1011",NULL,Rīga,NULL,2/8/2023,45000,01000290054,2464,53077,36.12, 07,"701(406), 702(372)",4,01000290054001,2464,53077,Triju vai vairāku dzīvokļu mājas,1122,6,146.4,698.9,3001,2907 - Māla ķieģeļi,1937,58,"1000290054004, 1000290054003, 1000290054002, 1000290054001",0,1,01000290054001005,1,1,1122,3,3,48.1,48.1,4,2
24464,1128621,Dz,01009088994,"Stabu iela 53 k-2 - 12, Rīga, LV-1011",NULL,Rīga,NULL,2/23/2023,50000,01000290054,2937,106154,21.53, 07,"701(406), 702(372)",4,01000290054003,2937,106154,Triju vai vairāku dzīvokļu mājas,1122,2,95.2,152,622,2907 - Māla ķieģeļi,1906,52,"1000290054004, 1000290054003, 1000290054002, 1000290054001",0,1,01000290054003003,1,1,1122,2,2,28.6,28.6,3,1
24464,1130339,Dz,01000290053,"Stabu iela 55 - 27, Rīga, LV-1011",NULL,Rīga,NULL,3/7/2023,21238.96,01000290053,3,200,18.35, 07,702(1223),1,01000290053001,3,200,Triju vai vairāku dzīvokļu mājas,1122,6,725.3,3513.9,15323,2907 - Māla ķieģeļi,"1890, 2004",49,01000290053001,0,1,01000290053001027,1,1,1122,2,2,49.3,49.3,5,2
2211,1175618,T,01009140577,"Stabu iela 56 - 1, Rīga, LV-1011",NULL,Rīga,NULL,12/22/2023,203412,01000290064,1359,32756,106.38, 07,"702(500), 703(1495), 801(315), 901(206), 908(48)",10,01000290064001,1359,32756,Triju vai vairāku dzīvokļu mājas,1122,6,467.8,2413.4,10759,2907 - Māla ķieģeļi,1911,49,"1000290064016, 1000290064011, 1000290064009, 1000290064008, 1000290064007, 1000290064006, 1000290064005, 1000290064003, 1000290064002, 1000290064001",1,0,01000290064001014,1,1,1230,1,1,135.9,0,9,0
2211,1173742,Dz,01009233886,"Stabu iela 61 - 15, Rīga, LV-1011",NULL,Rīga,NULL,12/28/2023,142000,01000290050,1169,71426,44.16, 07,"702(2351), 801(347)",3,01000290050001,1169,71426,Triju vai vairāku dzīvokļu mājas,1122,5,616.1,2886.3,12909,2907 - Māla ķieģeļi,1912,44,"1000290050003, 1000290050002, 1000290050001",0,1,01000290050001015,1,1,1122,3,3,117.5,117.5,11,5
24464,1126377,Dz,01009251415,"Stabu iela 61 - 84, Rīga, LV-1011",NULL,Rīga,NULL,2/10/2023,80000,01000290050,583,71426,22.02, 07,"702(2351), 801(347)",3,01000290050001,583,71426,Triju vai vairāku dzīvokļu mājas,1122,5,616.1,2886.3,12909,2907 - Māla ķieģeļi,1912,44,"1000290050003, 1000290050002, 1000290050001",0,1,01000290050001021,1,1,1122,1,1,57.9,57.9,6,2
24464,1155398,Dz,01009175262,"Stabu iela 62 - 21, Rīga, LV-1009",NULL,Rīga,NULL,8/14/2023,81500,01000290067,4571,260287,27.06, 07,"702(1446), 801(48), 902(47)",3,01000290067001,4571,260287,Triju vai vairāku dzīvokļu mājas,1122,5,227.4,1025.5,4683,2907 - Māla ķieģeļi,1903,35,"1000290067003, 1000290067002, 1000290067001",0,1,01000290067001001,1,1,1122,1,1,44.6,44.6,4,2
24464,1171353,Dz,01009215101,"Stabu iela 62 - 27, Rīga, LV-1009",NULL,Rīga,NULL,12/5/2023,189000,01000290067,8622,260287,51.05, 07,"702(1446), 801(48), 902(47)",3,01000290067001,8622,260287,Triju vai vairāku dzīvokļu mājas,1122,5,227.4,1025.5,4683,2907 - Māla ķieģeļi,1903,35,"1000290067003, 1000290067002, 1000290067001",0,1,01000290067001007,1,1,1122,4,4,86.5,86.5,8,3
24464,1170002,Dz,01009144491,"Stabu iela 62A - 8, Rīga, LV-1009",NULL,Rīga,NULL,11/14/2023,160000,01000290067,8569,260287,50.73, 07,"702(1446), 801(48), 902(47)",3,01000290067002,8569,260287,Triju vai vairāku dzīvokļu mājas,1122,5,368.7,1677.3,7304,2908 - Silikātķieģeļi,1922,50,"1000290067003, 1000290067002, 1000290067001",0,1,01000290067002008,1,1,1122,3,3,85.8,85.8,10,3
24464,1141503,Dz,01009013773,"Stabu iela 64 - 14, Rīga, LV-1009",NULL,Rīga,NULL,6/1/2023,95000,01000290068,6634,194137,35.98, 07,"702(105), 703(776), 908(172)",3,01000290068001,6634,194137,Triju vai vairāku dzīvokļu mājas,1122,6,379.2,1824,7429,2908 - Silikātķieģeļi,1910,40,"1000290068003, 1000290068002, 1000290068001",0,1,01000290068001014,1,1,1122,5,5,66.4,66.4,7,2
24464,1128924,Dz,01009094793,"Stabu iela 77 - 8, Rīga, LV-1009",NULL,Rīga,NULL,3/3/2023,122500,01000290042,85,2461,47.01, 07,"703(1181), 801(180)",2,01000290042001,85,2461,Triju vai vairāku dzīvokļu mājas,1122,6,418,2025,9077,2908 - Silikātķieģeļi,NULL,45,"1000290042002, 1000290042001",0,1,01000290042001008,1,1,1122,4,4,67.3,67.3,6,3
24464,1137383,Dz,01009182279,"Stabu iela 81A - 14, Rīga, LV-1009",NULL,Rīga,NULL,5/2/2023,74900,01000290040,3804,89035,32.98, 07,"702(760), 801(12)",2,01000290040002,3804,89035,Triju vai vairāku dzīvokļu mājas,1122,5,278.6,1238.3,5322,2907 - Māla ķieģeļi,"1912, 1999",54,"1000290040002, 1000290040001",0,1,01000290040002006,1,1,1122,2,2,76,76,9,3
24464,1162017,Dz,01009182279,"Stabu iela 81A - 14, Rīga, LV-1009",NULL,Rīga,NULL,10/11/2023,75000,01000290040,3804,89035,32.98, 07,"702(760), 801(12)",2,01000290040002,3804,89035,Triju vai vairāku dzīvokļu mājas,1122,5,278.6,1238,5322,2907 - Māla ķieģeļi,"1912, 1999",54,"1000290040002, 1000290040001",0,1,01000290040002006,1,1,1122,2,2,76,76,9,3
2211,1174912,Dz,01009191340,"Stabu iela 81A - 25, Rīga, LV-1009",NULL,Rīga,NULL,12/22/2023,73000,01000290040,4301,178070,18.65, 07,"702(760), 801(12)",2,01000290040002,4301,178070,Triju vai vairāku dzīvokļu mājas,1122,5,278.6,1238,5322,2907 - Māla ķieģeļi,"1912, 1999",54,"1000290040002, 1000290040001",0,1,01000290040002017,1,1,1122,5,5,42.8,42.8,5,2
24464,1134709,Dz,01009253126,"Stabu iela 84 - 1, Rīga, LV-1009",NULL,Rīga,NULL,4/14/2023,23000,01000320045,248,13297,12.33, 07,"702(587), 801(74)",1,01000320045001,248,13297,Triju vai vairāku dzīvokļu mājas,1122,4,499.6,1799.6,7494,2907 - Māla ķieģeļi,"1880, 2017",52,01000320045001,0,1,01000320045001001,1,1,1122,1,1,24.8,24.8,3,1
24464,1123377,Dz,01009253134,"Stabu iela 84 - 13, Rīga, LV-1009",NULL,Rīga,NULL,1/11/2023,35000,01000320045,343,13297,17.05, 07,"702(587), 801(74)",1,01000320045001,343,13297,Triju vai vairāku dzīvokļu mājas,1122,4,499.6,1799.7,7494,2907 - Māla ķieģeļi,"1880, 2017",52,01000320045001,0,1,01000320045001013,1,1,1122,2,2,34.3,34.3,2,1
24464,1123376,Dz,01009253135,"Stabu iela 84 - 14, Rīga, LV-1009",NULL,Rīga,NULL,1/11/2023,15000,01000320045,154,13297,7.66, 07,"702(587), 801(74)",1,01000320045001,154,13297,Triju vai vairāku dzīvokļu mājas,1122,4,499.6,1799.7,7494,2907 - Māla ķieģeļi,"1880, 2017",52,01000320045001,0,1,01000320045001014,1,1,1122,2,2,15.4,15.4,3,1
24464,1124190,T,01009253127,"Stabu iela 84 - 2, Rīga, LV-1009",NULL,Rīga,NULL,1/4/2023,52000,01000320045,824,13297,40.96, 07,"702(587), 801(74)",1,01000320045001,824,13297,Triju vai vairāku dzīvokļu mājas,1122,4,499.6,1799.7,7494,2907 - Māla ķieģeļi,"1880, 2017",52,01000320045001,1,0,01000320045001002,1,1,1230,1,1,82.4,0,4,0
24464,1132566,Dz,01009253144,"Stabu iela 84 - 23, Rīga, LV-1009",NULL,Rīga,NULL,3/27/2023,40000,01000320045,504,13297,25.05, 07,"702(587), 801(74)",1,01000320045001,504,13297,Triju vai vairāku dzīvokļu mājas,1122,4,499.6,1799.6,7494,2907 - Māla ķieģeļi,"1880, 2017",52,01000320045001,0,1,01000320045001036,1,1,1122,1,1,50.4,50.4,7,2
24464,1137176,Dz,01009253145,"Stabu iela 84 - 24, Rīga, LV-1009",NULL,Rīga,NULL,4/12/2023,1300,01000320045,572,13297,28.43, 07,"702(587), 801(74)",1,01000320045001,572,13297,Triju vai vairāku dzīvokļu mājas,1122,4,499.6,1799.6,7494,2907 - Māla ķieģeļi,"1880, 2017",52,01000320045001,0,1,01000320045001037,1,1,1122,2,2,57.2,57.2,5,3
24464,1123023,Dz,01009253152,"Stabu iela 84 - 32, Rīga, LV-1009",NULL,Rīga,NULL,1/11/2023,50000,01000320045,551,13297,27.39, 07,"702(587), 801(74)",1,01000320045001,551,13297,Triju vai vairāku dzīvokļu mājas,1122,4,499.6,1799.7,7494,2907 - Māla ķieģeļi,"1880, 2017",52,01000320045001,0,1,01000320045001044,1,1,1122,4,4,55.1,55.1,7,3
2211,1173909,T,01009253132,"Stabu iela 84 - 34, Rīga, LV-1009",NULL,Rīga,NULL,1/3/2024,57000,01000320045,662,13297,32.91, 07,"702(587), 801(74)",1,01000320045001,662,13297,Triju vai vairāku dzīvokļu mājas,1122,4,499.6,1799.6,7494,2907 - Māla ķieģeļi,"1880, 2017",52,01000320045001,1,0,01000320045001011,1,1,1230,1,1,66.2,0,5,0
24464,1131428,Dz,01009253133,"Stabu iela 84 - 35, Rīga, LV-1009",NULL,Rīga,NULL,3/16/2023,56000,01000320045,295,13297,14.66, 07,"702(587), 801(74)",1,01000320045001,295,13297,Triju vai vairāku dzīvokļu mājas,1122,4,499.6,1799.6,7494,2907 - Māla ķieģeļi,"1880, 2017",52,01000320045001,0,1,01000320045001012,1,1,1122,1,1,29.5,29.5,3,2
24464,1147178,Dz,01009253136,"Stabu iela 84 - 3A, Rīga, LV-1009",NULL,Rīga,NULL,6/30/2023,18000,01000320045,298,13297,14.81, 07,"702(587), 801(74)",1,01000320045001,298,13297,Triju vai vairāku dzīvokļu mājas,1122,4,499.6,1799.6,7494,2907 - Māla ķieģeļi,"1880, 2017",52,01000320045001,0,1,01000320045001015,1,1,1122,2,2,29.8,29.8,5,1
24464,1128423,Dz,01009127194,"Stabu iela 86 - 16, Rīga, LV-1009",NULL,Rīga,NULL,2/21/2023,20000,01000320044,487,13430,41.16, 07,"702(1090), 801(45)",2,01000320044001,487,13430,Triju vai vairāku dzīvokļu mājas,1122,4,234,820.8,3484,2907 - Māla ķieģeļi,1900,50,"1000320044002, 1000320044001",0,1,01000320044001008,1,1,1122,3,3,29.3,29.3,2,1
24464,1125880,Dz,01009079708,"Stabu iela 86 - 22, Rīga, LV-1009",NULL,Rīga,NULL,2/9/2023,44000,01000320044,1313,26860,55.48, 07,"702(1090), 801(45)",2,01000320044001,1313,26860,Triju vai vairāku dzīvokļu mājas,1122,4,234,820.8,3484,2907 - Māla ķieģeļi,1900,50,"1000320044002, 1000320044001",0,1,01000320044001014,1,1,1122,4,4,39.4,39.4,3,2
24464,1138176,Dz,01009079708,"Stabu iela 86 - 22, Rīga, LV-1009",NULL,Rīga,NULL,5/8/2023,59000,01000320044,1313,26860,55.48, 07,"702(1090), 801(45)",2,01000320044001,1313,26860,Triju vai vairāku dzīvokļu mājas,1122,4,234,820.8,3484,2907 - Māla ķieģeļi,1900,50,"1000320044002, 1000320044001",0,1,01000320044001014,1,1,1122,4,4,39.4,39.4,3,2
2211,1175020,Dz,01009126399,"Stabu iela 86 - 9, Rīga, LV-1009",NULL,Rīga,NULL,1/11/2024,30000,01000320044,1397,40290,39.35, 07,"702(1090), 801(45)",2,01000320044001,1397,40290,Triju vai vairāku dzīvokļu mājas,1122,4,234,820.8,3484,2907 - Māla ķieģeļi,1900,50,"1000320044002, 1000320044001",0,1,01000320044001001,1,1,1122,1,1,28,28,3,1
24464,1125326,Dz,01009278162,"Stabu iela 87A - 41, Rīga, LV-1009",NULL,Rīga,NULL,1/12/2023,40000,01000320088,416,31887,35.68, 07,"601(141), 702(2169), 801(291), 902(44), 1001(90)",4,01000320006004,416,31887,Triju vai vairāku dzīvokļu mājas,1122,4,282,1078.6,4501,2907 - Māla ķieģeļi,"1900, 1970",38,"1000320006004, 1000320006003, 1000320006002, 1000320006001",0,1,01000320006004001,1,1,1122,-1,-1,41.6,41.6,1,1
24464,1139135,Dz,01009278123,"Stabu iela 87A - 42, Rīga, LV-1009",NULL,Rīga,NULL,4/19/2023,75000,01000320088,503,31887,43.14, 07,"601(141), 702(2169), 801(291), 902(44), 1001(90)",4,01000320006004,503,31887,Triju vai vairāku dzīvokļu mājas,1122,4,282,1078.9,4501,2907 - Māla ķieģeļi,"1900, 1970",38,"1000320006004, 1000320006003, 1000320006002, 1000320006001",0,1,01000320006004002,1,1,1122,-1,-1,50.3,50.3,4,1
24464,1125157,Dz,01009278188,"Stabu iela 87A - 45, Rīga, LV-1009",NULL,Rīga,NULL,1/12/2023,65000,01000320088,139,10629,35.77, 07,"601(141), 702(2169), 801(291), 902(44), 1001(90)",4,01000320006004,139,10629,Triju vai vairāku dzīvokļu mājas,1122,4,282,1078.6,4501,2907 - Māla ķieģeļi,"1900, 1970",38,"1000320006004, 1000320006003, 1000320006002, 1000320006001",0,1,01000320006004005,1,1,1122,1,1,41.7,41.7,5,2
